Country Name,Country Code,Year,gdp_percap
Guyana,GUY,1960,299.074645785091
High income,HIC,1960,1204.07423061921
"Hong Kong SAR, China",HKG,1960,426.773807917233
Honduras,HND,1960,162.774119084799
Heavily indebted poor countries (HIPC),HPC,1960,132.984027694557
Haiti,HTI,1960,70.8024454423715
IBRD only,IBD,1960,161.743342214927
IDA & IBRD total,IBT,1960,153.558049961212
IDA total,IDA,1960,109.342007002186
IDA blend,IDB,1960,99.6256375693462
IDA only,IDX,1960,118.16007015041
India,IND,1960,84.9328084793106
Ireland,IRL,1960,706.551022345168
"Iran, Islamic Rep.",IRN,1960,195.577527212584
Iraq,IRQ,1960,218.917802531101
Iceland,ISL,1960,1436.25885405655
Israel,ISR,1960,1452.48664030437
Italy,ITA,1960,836.905850281885
Jamaica,JAM,1960,423.674098184095
Japan,JPN,1960,508.702779291773
Kenya,KEN,1960,102.824417465582
St. Kitts and Nevis,KNA,1960,221.584586097067
"Korea, Rep.",KOR,1960,158.274135881229
Latin America & Caribbean (excluding high income),LAC,1960,320.058532208235
Liberia,LBR,1960,167.171498224694
Libya,LBY,1960,269.038073094669
Latin America & Caribbean,LCN,1960,361.677294235844
Least developed countries: UN classification,LDC,1960,114.742229115895
Sri Lanka,LKA,1960,145.928701305768
Lower middle income,LMC,1960,104.411877181403
Low & middle income,LMY,1960,127.599362742149
Lesotho,LSO,1960,46.9517802688466
Late-demographic dividend,LTE,1960,167.960973276172
Luxembourg,LUX,1960,2261.17741836594
Morocco,MAR,1960,174.784133911133
Madagascar,MDG,1960,131.69201832961
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1960,183.77617606472
Mexico,MEX,1960,355.075199563018
Middle income,MIC,1960,129.121186693765
Myanmar,MMR,1960,25.0847757223623
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1960,144.528783640962
Mauritius,MUS,1960,238.251033437494
Malaysia,MYS,1960,240.847414554537
North America,NAC,1960,2935.34950060496
Niger,NER,1960,128.251201351162
Nigeria,NGA,1960,93.1370090424417
Nicaragua,NIC,1960,127.483812082529
Netherlands,NLD,1960,1156.38597727767
Norway,NOR,1960,1451.2850779894
Nepal,NPL,1960,50.2125233749587
New Zealand,NZL,1960,2334.1337214332
OECD members,OED,1960,1311.37045040591
Oman,OMN,1960,83.3853105243323
Pakistan,PAK,1960,82.0241000071912
Panama,PAN,1960,477.037935000289
Peru,PER,1960,252.796782675034
Philippines,PHL,1960,269.465146474794
Papua New Guinea,PNG,1960,115.530490488928
Pre-demographic dividend,PRE,1960,129.005586445132
Puerto Rico (US),PRI,1960,717.514843087362
Portugal,PRT,1960,376.976430250874
Paraguay,PRY,1960,153.375216758109
Post-demographic dividend,PST,1960,1371.05718563207
Rwanda,RWA,1960,39.3740728069473
South Asia,SAS,1960,85.1907206631682
Saudi Arabia,SAU,1960,717.796628958557
Sudan,SDN,1960,99.7131195068359
Senegal,SEN,1960,300.425115236279
Singapore,SGP,1960,428.056183371291
Sierra Leone,SLE,1960,142.020018367626
"Somalia, Fed. Rep.",SOM,1960,62.7396279412993
Sub-Saharan Africa (excluding high income),SSA,1960,166.386501976834
Sub-Saharan Africa,SSF,1960,158.088126346407
Suriname,SUR,1960,377.579399662016
Sweden,SWE,1960,2128.38884406565
Eswatini,SWZ,1960,101.572799813694
Seychelles,SYC,1960,288.058144476031
Syrian Arab Republic,SYR,1960,183.525069735278
Chad,TCD,1960,102.819470459603
East Asia & Pacific (IDA & IBRD countries),TEA,1960,91.3802571544005
Togo,TGO,1960,102.238985564471
Thailand,THA,1960,102.814571454958
Latin America & the Caribbean (IDA & IBRD countries),TLA,1960,355.846240130251
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1960,143.393040951556
South Asia (IDA & IBRD),TSA,1960,85.1907206631683
Sub-Saharan Africa (IDA & IBRD countries),TSS,1960,158.088126346407
Trinidad and Tobago,TTO,1960,633.975608394336
Turkiye,TUR,1960,267.091207552765
Tanzania,TZA,1960,275.296020507813
Uganda,UGA,1960,55.3784976132181
Upper middle income,UMC,1960,146.418020188803
Uruguay,URY,1960,491.031760304596
United States,USA,1960,3002.08929545597
St. Vincent and the Grenadines,VCT,1960,154.839953548866
"Venezuela, RB",VEN,1960,939.19776657754
World,WLD,1960,452.263158851681
South Africa,ZAF,1960,532.147504330332
Zambia,ZMB,1960,221.559848922849
Zimbabwe,ZWE,1960,276.419784061189
Africa Eastern and Southern,AFE,1961,186.941781389892
Africa Western and Central,AFW,1961,127.454188774276
Arab World,ARB,1961,212.889663386665
Argentina,ARG,1961,971.338043308372
Australia,AUS,1961,1877.70706376424
Austria,AUT,1961,1036.72820436083
Burundi,BDI,1961,71.601929936627
Belgium,BEL,1961,1367.78885228138
Benin,BEN,1961,92.085848129765
Burkina Faso,BFA,1961,72.2423787062462
Bangladesh,BGD,1961,90.3685786294248
"Bahamas, The",BHS,1961,1555.04660837439
Belize,BLZ,1961,320.029476728041
Bermuda,BMU,1961,1773.99531572479
Bolivia,BOL,1961,107.443477717784
Brazil,BRA,1961,231.564063269854
Barbados,BRB,1961,366.135499084709
Botswana,BWA,1961,62.3224006926623
Central African Republic,CAF,1961,70.988125923024
Canada,CAN,1961,2246.08356619252
Switzerland,CHE,1961,2155.44996908648
Chile,CHL,1961,594.436306222113
China,CHN,1961,75.9655011127574
Cote d'Ivoire,CIV,1961,162.262764436326
Cameroon,CMR,1961,124.593165563331
"Congo, Dem. Rep.",COD,1961,197.080395165053
"Congo, Rep.",COG,1961,139.872074436703
Colombia,COL,1961,282.099440509948
Costa Rica,CRI,1961,355.844447873806
Caribbean small states,CSS,1961,486.571129974937
Germany,DEU,1961,1315.90787834504
Denmark,DNK,1961,1530.53779004389
Dominican Republic,DOM,1961,193.908988795022
Algeria,DZA,1961,209.370672655334
East Asia & Pacific (excluding high income),EAP,1961,79.5585082303739
Early-demographic dividend,EAR,1961,158.356881381778
East Asia & Pacific,EAS,1961,151.723859934299
Europe & Central Asia,ECS,1961,694.427539128086
Ecuador,ECU,1961,371.395176462235
"Egypt, Arab Rep.",EGY,1961,162.841644181754
Euro area,EMU,1961,1026.60540604834
Spain,ESP,1961,463.19044087717
Ethiopia,ETH,1961,76.7301966411733
European Union,EUU,1961,877.751258535597
Fragile and conflict affected situations,FCS,1961,142.317145924426
Finland,FIN,1961,1341.49900625891
Fiji,FJI,1961,280.273366731046
France,FRA,1961,1394.53557125112
Gabon,GAB,1961,323.4592026542
United Kingdom,GBR,1961,1472.38571407868
Ghana,GHA,1961,181.870010833085
Greece,GRC,1961,582.563503591063
Guatemala,GTM,1961,257.20215058952
Guyana,GUY,1961,319.017754796284
High income,HIC,1961,1268.77177638684
"Hong Kong SAR, China",HKG,1961,436.754411520393
Honduras,HND,1961,167.920491862786
Heavily indebted poor countries (HIPC),HPC,1961,133.971714578277
Haiti,HTI,1961,68.99056510131
IBRD only,IBD,1961,161.849857530394
IDA & IBRD total,IBT,1961,154.263842189755
IDA total,IDA,1961,112.693024044161
IDA blend,IDB,1961,104.270020888204
IDA only,IDX,1961,120.867202366267
India,IND,1961,87.8538613470205
Ireland,IRL,1961,761.851359570018
"Iran, Islamic Rep.",IRN,1961,200.081529294826
Iraq,IRQ,1961,232.392612190864
Iceland,ISL,1961,1439.44972356432
Israel,ISR,1961,1697.29357961733
Italy,ITA,1961,923.08778375214
Jamaica,JAM,1961,447.057273660594
Japan,JPN,1961,608.864581144951
Kenya,KEN,1961,99.2716957068382
St. Kitts and Nevis,KNA,1961,225.599127572162
"Korea, Rep.",KOR,1961,93.8313831944754
Latin America & Caribbean (excluding high income),LAC,1961,344.849890352972
Liberia,LBR,1961,157.504686495101
Libya,LBY,1961,285.341580882777
Latin America & Caribbean,LCN,1961,389.511628837172
Least developed countries: UN classification,LDC,1961,117.137585022215
Sri Lanka,LKA,1961,145.900945139998
Lower middle income,LMC,1961,108.57471692177
Low & middle income,LMY,1961,127.456588132558
Lesotho,LSO,1961,47.0464636332084
Late-demographic dividend,LTE,1961,155.808833538085
Luxembourg,LUX,1961,2241.36003221423
Morocco,MAR,1961,169.318435668945
Madagascar,MDG,1961,133.271232882825
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1961,191.19697817765
Mexico,MEX,1961,373.712216995471
Middle income,MIC,1961,129.071390331725
Myanmar,MMR,1961,27.2654541223873
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1961,146.972007328312
Mauritania,MRT,1961,188.158401597739
Mauritius,MUS,1961,281.683081448637
Malaysia,MYS,1961,232.943768818315
North America,NAC,1961,2988.81267075748
Niger,NER,1961,134.635094261008
Nigeria,NGA,1961,97.1375281143562
Nicaragua,NIC,1961,132.943507152279
Netherlands,NLD,1961,1254.42028262131
Norway,NOR,1961,1570.63804374719
Nepal,NPL,1961,51.5544820747585
New Zealand,NZL,1961,2364.75383900097
OECD members,OED,1961,1379.67907166679
Oman,OMN,1961,84.5311646369716
Pakistan,PAK,1961,87.7778246966181
Panama,PAN,1961,516.459861881073
Peru,PER,1961,276.641400132003
Philippines,PHL,1961,283.794741192369
Papua New Guinea,PNG,1961,119.656325913849
Pre-demographic dividend,PRE,1961,130.672679148881
Puerto Rico (US),PRI,1961,777.215027407341
Portugal,PRT,1961,400.223162057827
Paraguay,PRY,1961,167.092827495951
Post-demographic dividend,PST,1961,1443.4153960488
Rwanda,RWA,1961,39.2689714974898
South Asia,SAS,1961,88.5374401369039
Saudi Arabia,SAU,1961,760.311740320004
Sudan,SDN,1961,105.313102722168
Senegal,SEN,1961,308.166383753301
Singapore,SGP,1961,449.148136820776
Sierra Leone,SLE,1961,142.33786782723
"Somalia, Fed. Rep.",SOM,1961,64.9242576104754
Sub-Saharan Africa (excluding high income),SSA,1961,169.340339882144
Sub-Saharan Africa,SSF,1961,160.892201229285
Suriname,SUR,1961,394.80774658988
Sweden,SWE,1961,2304.49788603539
Eswatini,SWZ,1961,121.795718753065
Seychelles,SYC,1961,270.279646614487
Syrian Arab Republic,SYR,1961,196.293561633919
Chad,TCD,1961,107.320380491931
East Asia & Pacific (IDA & IBRD countries),TEA,1961,80.5543140095914
Togo,TGO,1961,104.830748893841
Thailand,THA,1961,109.728794269464
Latin America & the Caribbean (IDA & IBRD countries),TLA,1961,383.121337342666
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1961,145.817065186925
South Asia (IDA & IBRD),TSA,1961,88.537440136904
Sub-Saharan Africa (IDA & IBRD countries),TSS,1961,160.892201229285
Trinidad and Tobago,TTO,1961,677.713824022157
Tunisia,TUN,1961,200.671835449762
Turkiye,TUR,1961,274.350890943262
Tanzania,TZA,1961,285.156799316406
Uganda,UGA,1961,56.1759278091596
Upper middle income,UMC,1961,143.606765895001
Uruguay,URY,1961,603.966513233705
United States,USA,1961,3062.97411600143
St. Vincent and the Grenadines,VCT,1961,163.036741587138
"Venezuela, RB",VEN,1961,954.038330638213
World,WLD,1961,471.519797346947
South Africa,ZAF,1961,545.657511922673
Zambia,ZMB,1961,209.693206426951
Zimbabwe,ZWE,1961,279.01648923359
Africa Eastern and Southern,AFE,1962,197.402402426459
Africa Western and Central,AFW,1962,133.82704430968
Arab World,ARB,1962,210.805414810829
Argentina,ARG,1962,870.217490905403
Australia,AUS,1962,1854.74615414162
Austria,AUT,1962,1093.01419061569
Burundi,BDI,1962,73.4195979769892
Belgium,BEL,1962,1457.26516998378
Benin,BEN,1962,90.7738610077473
Burkina Faso,BFA,1962,77.1529279288175
Bangladesh,BGD,1962,92.5894211769315
"Bahamas, The",BHS,1962,1651.21861850222
Belize,BLZ,1962,331.704794335727
Bermuda,BMU,1962,1824.18228260132
Bolivia,BOL,1962,115.079059551545
Brazil,BRA,1962,250.200572910273
Barbados,BRB,1962,377.438456365881
Botswana,BWA,1962,65.9864503023827
Central African Republic,CAF,1962,70.404229268492
Canada,CAN,1962,2274.4284708191
Switzerland,CHE,1962,2330.47736501501
Chile,CHL,1962,678.584336588862
China,CHN,1962,71.0616845971262
Cote d'Ivoire,CIV,1962,163.076679659123
Cameroon,CMR,1962,130.042569873656
"Congo, Dem. Rep.",COD,1962,235.127290601122
"Congo, Rep.",COG,1962,149.591249938458
Colombia,COL,1962,298.543861741321
Costa Rica,CRI,1962,335.221589042255
Caribbean small states,CSS,1962,507.847334102197
Germany,DEU,1962,1430.52095516263
Denmark,DNK,1962,1711.2181376602
Dominican Republic,DOM,1962,236.814700040461
Algeria,DZA,1962,169.60286272133
East Asia & Pacific (excluding high income),EAP,1962,71.6155290537604
Early-demographic dividend,EAR,1962,156.13643661928
East Asia & Pacific,EAS,1962,153.165885061561
Europe & Central Asia,ECS,1962,750.796641016974
Ecuador,ECU,1962,312.43541024174
"Egypt, Arab Rep.",EGY,1962,142.409576739705
Euro area,EMU,1962,1125.78413841864
Spain,ESP,1962,535.391059454488
Ethiopia,ETH,1962,77.7901849782504
European Union,EUU,1962,962.089052381431
Fragile and conflict affected situations,FCS,1962,153.891189790516
Finland,FIN,1962,1426.6675637882
Fiji,FJI,1962,285.473073001593
France,FRA,1962,1547.62025902229
Gabon,GAB,1962,348.416820133128
United Kingdom,GBR,1962,1525.77585271032
Ghana,GHA,1962,188.421016299893
Equatorial Guinea,GNQ,1962,132.911859077276
Greece,GRC,1962,608.475515462307
Guatemala,GTM,1962,265.21065183936
Guyana,GUY,1962,327.392579238974
High income,HIC,1962,1355.70562113338
"Hong Kong SAR, China",HKG,1962,487.821134050813
Honduras,HND,1962,177.698729276502
Heavily indebted poor countries (HIPC),HPC,1962,142.244443614208
Haiti,HTI,1962,70.4464617057034
IBRD only,IBD,1962,160.974471553081
IDA & IBRD total,IBT,1962,154.659182880648
IDA total,IDA,1962,118.243685997024
IDA blend,IDB,1962,108.522730645792
IDA only,IDX,1962,127.321374572674
India,IND,1962,92.1999583629516
Ireland,IRL,1962,821.344113076887
"Iran, Islamic Rep.",IRN,1962,205.786809657214
Iraq,IRQ,1962,240.653442461626
Iceland,ISL,1962,1585.721437797
Israel,ISR,1962,1293.56913708296
Italy,ITA,1962,1030.15800343763
Jamaica,JAM,1962,458.313997796567
Japan,JPN,1962,684.565509797705
Kenya,KEN,1962,104.600455936259
St. Kitts and Nevis,KNA,1962,230.286541058342
"Korea, Rep.",KOR,1962,106.159702780685
Kuwait,KWT,1962,4748.39284354226
Latin America & Caribbean (excluding high income),LAC,1962,346.645835502862
Liberia,LBR,1962,160.280325035358
Libya,LBY,1962,382.084505727445
Latin America & Caribbean,LCN,1962,398.185916899243
Least developed countries: UN classification,LDC,1962,123.780348361831
Sri Lanka,LKA,1962,141.383197837884
Lower middle income,LMC,1962,107.561617058504
Low & middle income,LMY,1962,126.918742599097
Lesotho,LSO,1962,53.5421254364935
Late-demographic dividend,LTE,1962,156.690039587712
Luxembourg,LUX,1962,2331.55685801925
Morocco,MAR,1962,193.647811889648
Madagascar,MDG,1962,137.308007316434
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1962,185.301767181039
Mexico,MEX,1962,388.456702411498
Middle income,MIC,1962,127.982709508516
Myanmar,MMR,1962,27.9470039695431
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1962,145.831668669444
Mauritania,MRT,1962,188.995146612769
Mauritius,MUS,1962,282.342386236302
Malaysia,MYS,1962,238.836339180717
North America,NAC,1962,3153.79345457849
Niger,NER,1962,143.150824130834
Nigeria,NGA,1962,104.532495533943
Nicaragua,NIC,1962,142.303523551421
Netherlands,NLD,1962,1342.36827187015
Norway,NOR,1962,1678.26725653992
Nepal,NPL,1962,54.565608932967
New Zealand,NZL,1962,2471.05500895111
OECD members,OED,1962,1471.83964269187
Oman,OMN,1962,102.325889863048
Pakistan,PAK,1962,89.5039525753413
Panama,PAN,1962,545.570446272529
Peru,PER,1962,304.537817519843
Philippines,PHL,1962,166.689221357377
Papua New Guinea,PNG,1962,124.734548848091
Pre-demographic dividend,PRE,1962,139.768554985102
Puerto Rico (US),PRI,1962,854.74480496849
Portugal,PRT,1962,426.49433629823
Paraguay,PRY,1962,182.805194132375
Post-demographic dividend,PST,1962,1543.41730564695
Rwanda,RWA,1962,39.2338440533266
South Asia,SAS,1962,92.475978400802
Saudi Arabia,SAU,1962,812.926247668855
Sudan,SDN,1962,111.213455200195
Senegal,SEN,1962,307.092565107939
Singapore,SGP,1962,472.082740153988
Sierra Leone,SLE,1962,146.386474591271
"Somalia, Fed. Rep.",SOM,1962,67.1702359919979
Sub-Saharan Africa (excluding high income),SSA,1962,178.96703512148
Sub-Saharan Africa,SSF,1962,169.684413434791
Suriname,SUR,1962,409.105638366818
Sweden,SWE,1962,2485.49414710873
Eswatini,SWZ,1962,127.095766410182
Seychelles,SYC,1962,287.04477353783
Syrian Arab Republic,SYR,1962,223.934209140492
Chad,TCD,1962,112.619958010844
East Asia & Pacific (IDA & IBRD countries),TEA,1962,72.5209927013901
Togo,TGO,1962,107.761209503061
Thailand,THA,1962,116.179493337844
Latin America & the Caribbean (IDA & IBRD countries),TLA,1962,390.859219391853
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1962,144.685687589394
South Asia (IDA & IBRD),TSA,1962,92.475978400802
Sub-Saharan Africa (IDA & IBRD countries),TSS,1962,169.684413434791
Trinidad and Tobago,TTO,1962,703.620804079905
Tunisia,TUN,1962,201.419166932165
Turkiye,TUR,1962,298.241020884883
Tanzania,TZA,1962,303.997436523438
Uganda,UGA,1962,55.5048704604887
Upper middle income,UMC,1962,142.589904395647
Uruguay,URY,1962,659.393716891716
United States,USA,1962,3241.857658528
St. Vincent and the Grenadines,VCT,1962,166.501945155564
"Venezuela, RB",VEN,1962,1006.55940812318
World,WLD,1962,495.786853879009
South Africa,ZAF,1962,563.423008817945
Zambia,ZMB,1962,202.28103119051
Zimbabwe,ZWE,1962,275.545608322829
Africa Eastern and Southern,AFE,1963,225.440493639993
Africa Western and Central,AFW,1963,139.008291347405
Arab World,ARB,1963,225.800630195653
Argentina,ARG,1963,852.972425139433
Australia,AUS,1963,1967.21127365791
Austria,AUT,1963,1172.55744626178
Burundi,BDI,1963,78.3711983234119
Belgium,BEL,1963,1555.02293182578
Benin,BEN,1963,95.7167369761973
Burkina Faso,BFA,1963,78.9087736712073
Bangladesh,BGD,1963,94.1423742967849
"Bahamas, The",BHS,1963,1759.23692156911
Belize,BLZ,1963,341.932583787017
Bermuda,BMU,1963,1821.79091310101
Bolivia,BOL,1963,121.353276906598
Brazil,BRA,1963,294.169619376733
Barbados,BRB,1963,420.504389538497
Botswana,BWA,1963,68.8864104749411
Central African Republic,CAF,1963,71.7551875686265
Canada,CAN,1963,2380.31732899108
Switzerland,CHE,1963,2508.47430732203
Chile,CHL,1963,657.719196593697
China,CHN,1963,74.4681540864463
Cote d'Ivoire,CIV,1963,185.076825958966
Cameroon,CMR,1963,131.642014675439
"Congo, Dem. Rep.",COD,1963,376.383370020937
"Congo, Rep.",COG,1963,150.65075197733
Colombia,COL,1963,282.588330302742
Costa Rica,CRI,1963,345.505369052711
Caribbean small states,CSS,1963,530.733580669034
Germany,DEU,1963,1502.15452905146
Denmark,DNK,1963,1807.25279179793
Dominican Republic,DOM,1963,262.186358003136
Algeria,DZA,1963,225.584660210993
East Asia & Pacific (excluding high income),EAP,1963,75.5131219647952
Early-demographic dividend,EAR,1963,167.994095906018
East Asia & Pacific,EAS,1963,166.860857467904
Europe & Central Asia,ECS,1963,811.732250125673
Ecuador,ECU,1963,364.743594141305
"Egypt, Arab Rep.",EGY,1963,143.928402522656
Euro area,EMU,1963,1228.37678183324
Spain,ESP,1963,627.278450964262
Ethiopia,ETH,1963,79.1726343703284
European Union,EUU,1963,1048.04048860811
Fragile and conflict affected situations,FCS,1963,172.060719680792
Finland,FIN,1963,1538.45703402737
Fiji,FJI,1963,291.38357377756
France,FRA,1963,1717.70379067821
Gabon,GAB,1963,290.675816546409
United Kingdom,GBR,1963,1613.45688373392
Ghana,GHA,1963,205.037422391885
Equatorial Guinea,GNQ,1963,154.797498528375
Greece,GRC,1963,685.559282001744
Guatemala,GTM,1963,284.397504292538
Guyana,GUY,1963,288.820390442321
High income,HIC,1963,1440.91151454286
"Hong Kong SAR, China",HKG,1963,565.727810358046
Honduras,HND,1963,182.727079155304
Heavily indebted poor countries (HIPC),HPC,1963,163.185415538434
Haiti,HTI,1963,72.3983493523801
IBRD only,IBD,1963,173.482841655928
IDA & IBRD total,IBT,1963,166.677079253328
IDA total,IDA,1963,127.46428633571
IDA blend,IDB,1963,112.546084945311
IDA only,IDX,1963,139.782352086061
India,IND,1963,103.435021262932
Ireland,IRL,1963,878.156576476286
"Iran, Islamic Rep.",IRN,1963,209.559376274185
Iraq,IRQ,1963,235.513623763733
Iceland,ISL,1963,1859.24836167773
Israel,ISR,1963,1486.31739760801
Italy,ITA,1963,1171.3869628098
Jamaica,JAM,1963,480.336499711715
Japan,JPN,1963,775.592123080162
Kenya,KEN,1963,107.393655978243
St. Kitts and Nevis,KNA,1963,240.139616588017
"Korea, Rep.",KOR,1963,146.302492590131
Kuwait,KWT,1963,4444.5230858112
Latin America & Caribbean (excluding high income),LAC,1963,370.582278177373
Liberia,LBR,1963,163.131266223133
Libya,LBY,1963,527.861939504427
Latin America & Caribbean,LCN,1963,421.082914625523
Least developed countries: UN classification,LDC,1963,138.728505225348
Sri Lanka,LKA,1963,119.352332353465
Lower middle income,LMC,1963,116.099578321584
Low & middle income,LMY,1963,137.3011034961
Lesotho,LSO,1963,58.4076957931387
Late-demographic dividend,LTE,1963,167.068922433962
Luxembourg,LUX,1963,2461.90112384487
Morocco,MAR,1963,210.635650634766
Madagascar,MDG,1963,137.433563533649
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1963,198.857517059387
Mexico,MEX,1963,419.552066324849
Middle income,MIC,1963,137.527629006204
Myanmar,MMR,1963,25.8039844353997
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,1963,156.510635788681
Mauritania,MRT,1963,188.249348047987
Mauritius,MUS,1963,353.11354761151
Malaysia,MYS,1963,291.800006993807
North America,NAC,1963,3282.59026302673
Niger,NER,1963,153.324882584919
Nigeria,NGA,1963,107.675741358944
Nicaragua,NIC,1963,152.461498316554
Netherlands,NLD,1963,1436.88726083934
Norway,NOR,1963,1787.31853394909
Nepal,NPL,1963,46.3146629740628
New Zealand,NZL,1963,2646.23652937762
OECD members,OED,1963,1562.9809857922
Oman,OMN,1963,106.829311959455
Pakistan,PAK,1963,93.6508728613463
Panama,PAN,1963,586.61668793076
Peru,PER,1963,324.107404672837
Philippines,PHL,1963,179.464434045296
Papua New Guinea,PNG,1963,128.874165095194
Pre-demographic dividend,PRE,1963,157.696465317816
Puerto Rico (US),PRI,1963,931.751665981242
Portugal,PRT,1963,452.280291618213
Paraguay,PRY,1963,189.872423489268
Post-demographic dividend,PST,1963,1641.65802923818
Rwanda,RWA,1963,39.2771771983712
South Asia,SAS,1963,101.699730347077
Saudi Arabia,SAU,1963,811.738274661234
Sudan,SDN,1963,109.939208984375
Senegal,SEN,1963,308.629849224244
Singapore,SGP,1963,511.202235371449
Sierra Leone,SLE,1963,146.374146037984
"Somalia, Fed. Rep.",SOM,1963,69.4922344839154
Sub-Saharan Africa (excluding high income),SSA,1963,199.421725424039
Sub-Saharan Africa,SSF,1963,188.273583984896
Suriname,SUR,1963,424.025532430631
Sweden,SWE,1963,2675.10362417593
Eswatini,SWZ,1963,146.391131380777
Seychelles,SYC,1963,308.195248410849
Syrian Arab Republic,SYR,1963,234.899747591945
Chad,TCD,1963,114.710860761079
East Asia & Pacific (IDA & IBRD countries),TEA,1963,76.4669229998065
Togo,TGO,1963,114.616211257053
Thailand,THA,1963,120.658598748696
Latin America & the Caribbean (IDA & IBRD countries),TLA,1963,412.941867497761
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,1963,155.280736761419
South Asia (IDA & IBRD),TSA,1963,101.699730347077
Sub-Saharan Africa (IDA & IBRD countries),TSS,1963,188.273583984896
Trinidad and Tobago,TTO,1963,756.284906625836
Tunisia,TUN,1963,231.91940785127
Turkiye,TUR,1963,337.019856859205
Tanzania,TZA,1963,329.010589599609
Uganda,UGA,1963,61.9553768191835
Upper middle income,UMC,1963,152.831136279648
Uruguay,URY,1963,586.821191669431
United States,USA,1963,3373.3573050342
St. Vincent and the Grenadines,VCT,1963,154.855789598022
"Venezuela, RB",VEN,1963,1060.09433210388
World,WLD,1963,524.890140767811
South Africa,ZAF,1963,604.536855270991
Zambia,ZMB,1963,203.219451227586
Zimbabwe,ZWE,1963,277.005701161785
Africa Eastern and Southern,AFE,1964,208.999748076
Africa Western and Central,AFW,1964,148.549378833398
Arab World,ARB,1964,243.897432038551
Argentina,ARG,1964,1176.20086190313
Australia,AUS,1964,2131.38029982805
Austria,AUT,1964,1275.45715281679
Burundi,BDI,1964,85.3337286665685
Belgium,BEL,1964,1724.01894179056
Benin,BEN,1964,99.7850246017255
Burkina Faso,BFA,1964,80.9147887718582
Bangladesh,BGD,1964,92.5782977938389
"Bahamas, The",BHS,1964,1883.44386022276
Belize,BLZ,1964,356.235408350011
Bermuda,BMU,1964,1986.64081017022
Bolivia,BOL,1964,133.876179179232
Brazil,BRA,1964,257.259726897671
Barbados,BRB,1964,413.625432165232
Botswana,BWA,1964,73.4925773235308
Central African Republic,CAF,1964,77.2050398029084
Canada,CAN,1964,2561.63849088572
Switzerland,CHE,1964,2734.93009044177
Chile,CHL,1964,685.970202891974
China,CHN,1964,85.6611074645449
