Country Name,Country Code,Year,education
"Somalia, Fed. Rep.",SOM,1971,2.82368993759155
Sub-Saharan Africa (excluding high income),SSA,1971,12.8669595718384
Sub-Saharan Africa,SSF,1971,12.8705902099609
Small states,SST,1971,41.377010345459
Sao Tome and Principe,STP,1971,13.0166902542114
Suriname,SUR,1971,34.8558502197266
Eswatini,SWZ,1971,18.1114406585693
Seychelles,SYC,1971,31.4237804412842
Syrian Arab Republic,SYR,1971,36.2742309570312
Turks and Caicos Islands,TCA,1971,30.026460647583
Chad,TCD,1971,1.86033999919891
East Asia & Pacific (IDA & IBRD countries),TEA,1971,30.914909362793
Togo,TGO,1971,6.28946018218994
Sub-Saharan Africa (IDA & IBRD countries),TSS,1971,12.8705902099609
Trinidad and Tobago,TTO,1971,41.6708183288574
Tunisia,TUN,1971,23.4129905700684
Tanzania,TZA,1971,2.90395998954773
Upper middle income,UMC,1971,31.736270904541
St. Vincent and the Grenadines,VCT,1971,19.8117904663086
"Venezuela, RB",VEN,1971,30.5217304229736
British Virgin Islands,VGB,1971,77.578483581543
Vanuatu,VUT,1971,6.19531011581421
World,WLD,1971,36.6168403625488
Zambia,ZMB,1971,12.6963396072388
Zimbabwe,ZWE,1971,7.36840009689331
Africa Eastern and Southern,AFE,1972,16.9476795196533
Afghanistan,AFG,1972,10.4142398834228
Africa Western and Central,AFW,1972,8.65359973907471
Angola,AGO,1972,6.82846021652222
Andorra,AND,1972,21.6661701202393
Arab World,ARB,1972,34.1434211730957
Argentina,ARG,1972,47.4634094238281
Antigua and Barbuda,ATG,1972,80.4261016845703
Burundi,BDI,1972,1.7769900560379
Benin,BEN,1972,4.88382005691528
Burkina Faso,BFA,1972,1.3668999671936
Bahrain,BHR,1972,41.0688400268555
"Bahamas, The",BHS,1972,93.7359619140625
Belarus,BLR,1972,90.8515930175781
Bermuda,BMU,1972,84.9336471557617
Barbados,BRB,1972,88.041862487793
Brunei Darussalam,BRN,1972,54.3793106079102
Bhutan,BTN,1972,3.17389011383057
Botswana,BWA,1972,10.6847400665283
Central African Republic,CAF,1972,4.31066989898682
China,CHN,1972,43.8977890014648
Cote d'Ivoire,CIV,1972,10.1796903610229
Cameroon,CMR,1972,9.02085018157959
"Congo, Dem. Rep.",COD,1972,11.2670803070068
"Congo, Rep.",COG,1972,18.7414798736572
Cabo Verde,CPV,1972,11.1265001296997
Caribbean small states,CSS,1972,53.3165283203125
Cuba,CUB,1972,20.807710647583
Cayman Islands,CYM,1972,58.819709777832
Algeria,DZA,1972,12.6597995758057
East Asia & Pacific (excluding high income),EAP,1972,38.071361541748
East Asia & Pacific,EAS,1972,44.4287185668945
"Egypt, Arab Rep.",EGY,1972,32.3830490112305
Ethiopia,ETH,1972,4.39421987533569
Fragile and conflict affected situations,FCS,1972,24.4479808807373
Fiji,FJI,1972,62.0423698425293
"Micronesia, Fed. Sts.",FSM,1972,147.821166992188
Gabon,GAB,1972,14.8757200241089
Gibraltar,GIB,1972,61.0290985107422
"Gambia, The",GMB,1972,7.31401014328003
Guinea-Bissau,GNB,1972,5.96768999099731
Grenada,GRD,1972,40.7909202575684
Guatemala,GTM,1972,9.40419006347656
Guyana,GUY,1972,69.4247512817383
Honduras,HND,1972,15.121000289917
Heavily indebted poor countries (HIPC),HPC,1972,11.782600402832
IBRD only,IBD,1972,31.2389907836914
IDA & IBRD total,IBT,1972,29.2152500152588
IDA total,IDA,1972,19.7499694824219
IDA blend,IDB,1972,22.5683097839356
Indonesia,IDN,1972,18.7084407806396
IDA only,IDX,1972,18.1397495269775
"Iran, Islamic Rep.",IRN,1972,33.257640838623
Iraq,IRQ,1972,27.7922897338867
Kenya,KEN,1972,18.5497894287109
Cambodia,KHM,1972,10.6544799804688
Kiribati,KIR,1972,12.1220102310181
Kuwait,KWT,1972,53.0073013305664
Lao PDR,LAO,1972,4.26472997665405
Liberia,LBR,1972,11.8115100860596
Libya,LBY,1972,20.0595207214356
St. Lucia,LCA,1972,25.8855590820312
Least developed countries: UN classification,LDC,1972,13.5402202606201
Low income,LIC,1972,18.8386001586914
Sri Lanka,LKA,1972,55.5601196289062
Low & middle income,LMY,1972,28.5845508575439
Lesotho,LSO,1972,8.04043960571289
Late-demographic dividend,LTE,1972,48.3341102600098
Morocco,MAR,1972,12.5155296325684
Monaco,MCO,1972,148.426574707031
Madagascar,MDG,1972,10.0491800308228
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1972,29.5723991394043
Middle income,MIC,1972,29.1904392242432
Mali,MLI,1972,4.5244197845459
Myanmar,MMR,1972,20.8615207672119
Mongolia,MNG,1972,58.5106201171875
Mozambique,MOZ,1972,3.63883996009827
Mauritania,MRT,1972,2.91083002090454
Malawi,MWI,1972,10.9785203933716
Malaysia,MYS,1972,43.9489898681641
Niger,NER,1972,1.04768002033234
Nigeria,NGA,1972,5.39129018783569
Nicaragua,NIC,1972,20.1559391021729
Nauru,NRU,1972,45.3514709472656
Oman,OMN,1972,0.0
Other small states,OSS,1972,35.129451751709
Pakistan,PAK,1972,14.8859701156616
Panama,PAN,1972,45.002368927002
Peru,PER,1972,40.6127700805664
Philippines,PHL,1972,44.7907791137695
Papua New Guinea,PNG,1972,9.92076015472412
Pre-demographic dividend,PRE,1972,10.3235502243042
Paraguay,PRY,1972,17.7744903564453
Pacific island small states,PSS,1972,54.8464012145996
Senegal,SEN,1972,9.37096977233887
Solomon Islands,SLB,1972,10.1962604522705
Sierra Leone,SLE,1972,9.80914974212646
El Salvador,SLV,1972,24.7191200256348
"Somalia, Fed. Rep.",SOM,1972,3.15511989593506
Sub-Saharan Africa (excluding high income),SSA,1972,13.5163097381592
Sub-Saharan Africa,SSF,1972,13.5202198028565
Small states,SST,1972,42.4094009399414
Sao Tome and Principe,STP,1972,14.4430904388428
Suriname,SUR,1972,32.8768310546875
Eswatini,SWZ,1972,21.1121597290039
Seychelles,SYC,1972,32.774528503418
Syrian Arab Republic,SYR,1972,39.018180847168
Chad,TCD,1972,2.00648999214172
East Asia & Pacific (IDA & IBRD countries),TEA,1972,37.0211906433105
Togo,TGO,1972,7.57434988021851
Sub-Saharan Africa (IDA & IBRD countries),TSS,1972,13.5202198028565
Trinidad and Tobago,TTO,1972,43.0648002624512
Tunisia,TUN,1972,23.268030166626
Tanzania,TZA,1972,2.85652995109558
Upper middle income,UMC,1972,36.5747108459473
St. Vincent and the Grenadines,VCT,1972,24.5815200805664
"Venezuela, RB",VEN,1972,33.1764907836914
British Virgin Islands,VGB,1972,76.1648712158203
Vanuatu,VUT,1972,6.64993000030518
World,WLD,1972,38.6009407043457
Zambia,ZMB,1972,13.2329301834106
Zimbabwe,ZWE,1972,8.04662036895752
Africa Eastern and Southern,AFE,1973,17.1273708343506
Afghanistan,AFG,1973,10.9321804046631
Africa Western and Central,AFW,1973,9.16162967681885
Angola,AGO,1973,7.66084003448486
Andorra,AND,1973,19.5792407989502
Arab World,ARB,1973,34.8604316711426
Argentina,ARG,1973,49.8359298706055
Antigua and Barbuda,ATG,1973,54.3338813781738
Burundi,BDI,1973,1.39962005615234
Benin,BEN,1973,5.97448015213013
Burkina Faso,BFA,1973,1.44518005847931
Bangladesh,BGD,1973,18.770450592041
Bahrain,BHR,1973,40.4124298095703
"Bahamas, The",BHS,1973,92.4617309570312
Belarus,BLR,1973,93.2675476074219
Bermuda,BMU,1973,90.6687088012695
Barbados,BRB,1973,89.2678527832031
Brunei Darussalam,BRN,1973,53.0425300598145
Botswana,BWA,1973,13.983320236206
Central African Republic,CAF,1973,4.8976001739502
China,CHN,1973,53.8520202636719
Cote d'Ivoire,CIV,1973,11.0865001678467
Cameroon,CMR,1973,10.0165596008301
"Congo, Dem. Rep.",COD,1973,11.9695501327515
"Congo, Rep.",COG,1973,23.6966304779053
Comoros,COM,1973,6.61371994018555
Caribbean small states,CSS,1973,53.4120788574219
Cuba,CUB,1973,22.9630794525146
Cayman Islands,CYM,1973,72.6883010864258
Dominica,DMA,1973,71.8655395507812
Algeria,DZA,1973,14.074649810791
East Asia & Pacific (excluding high income),EAP,1973,44.0902709960938
East Asia & Pacific,EAS,1973,50.0742111206055
"Egypt, Arab Rep.",EGY,1973,33.9320487976074
Ethiopia,ETH,1973,4.81599998474121
Fragile and conflict affected situations,FCS,1973,24.800760269165
Fiji,FJI,1973,64.4716110229492
"Micronesia, Fed. Sts.",FSM,1973,153.85627746582
Gabon,GAB,1973,18.2420291900635
Ghana,GHA,1973,37.7664794921875
Gibraltar,GIB,1973,61.5571784973145
"Gambia, The",GMB,1973,7.45120000839233
Grenada,GRD,1973,36.8599891662598
Guatemala,GTM,1973,9.38325977325439
Guyana,GUY,1973,71.4396591186523
Heavily indebted poor countries (HIPC),HPC,1973,12.0252895355225
IBRD only,IBD,1973,33.5876197814941
IDA & IBRD total,IBT,1973,31.1222591400146
IDA total,IDA,1973,20.0036296844482
IDA blend,IDB,1973,22.7846508026123
Indonesia,IDN,1973,19.0864906311035
IDA only,IDX,1973,18.420539855957
"Iran, Islamic Rep.",IRN,1973,35.217170715332
Iraq,IRQ,1973,31.3818492889404
Jamaica,JAM,1973,52.0271911621094
Kenya,KEN,1973,18.8943099975586
Kiribati,KIR,1973,12.2979803085327
Kuwait,KWT,1973,52.4597816467285
Lao PDR,LAO,1973,4.80334997177124
Lebanon,LBN,1973,40.0932197570801
Libya,LBY,1973,24.2455291748047
St. Lucia,LCA,1973,25.6111602783203
Least developed countries: UN classification,LDC,1973,13.8285598754883
Low income,LIC,1973,19.1582698822021
Sri Lanka,LKA,1973,55.263500213623
Low & middle income,LMY,1973,30.5049896240234
Lesotho,LSO,1973,10.6573495864868
Late-demographic dividend,LTE,1973,53.42919921875
Morocco,MAR,1973,12.9321203231812
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1973,29.2905101776123
Middle income,MIC,1973,31.2311401367188
Mali,MLI,1973,4.8952898979187
Myanmar,MMR,1973,21.6190299987793
Mongolia,MNG,1973,64.5923385620117
Mozambique,MOZ,1973,4.15575981140137
Malawi,MWI,1973,11.4785404205322
Niger,NER,1973,1.18211996555328
Nigeria,NGA,1973,6.01967000961304
Nicaragua,NIC,1973,20.2726898193359
Nauru,NRU,1973,48.1521682739258
Other small states,OSS,1973,36.4615211486816
Pakistan,PAK,1973,15.3283996582031
Panama,PAN,1973,49.3277015686035
Peru,PER,1973,42.720329284668
Philippines,PHL,1973,44.979621887207
Papua New Guinea,PNG,1973,10.4659099578857
Pre-demographic dividend,PRE,1973,10.7967901229858
Paraguay,PRY,1973,19.1428108215332
Pacific island small states,PSS,1973,56.2915916442871
Solomon Islands,SLB,1973,11.8152503967285
Sierra Leone,SLE,1973,10.6162099838257
El Salvador,SLV,1973,24.2108001708984
"Somalia, Fed. Rep.",SOM,1973,3.59343004226685
Sub-Saharan Africa (excluding high income),SSA,1973,13.832859992981
Sub-Saharan Africa,SSF,1973,13.8370704650879
Small states,SST,1973,43.3630714416504
Suriname,SUR,1973,36.4221992492676
Eswatini,SWZ,1973,24.1005897521973
Seychelles,SYC,1973,33.9092597961426
Syrian Arab Republic,SYR,1973,41.4602584838867
Turks and Caicos Islands,TCA,1973,43.9206008911133
East Asia & Pacific (IDA & IBRD countries),TEA,1973,43.0889282226562
Togo,TGO,1973,8.47506999969482
Sub-Saharan Africa (IDA & IBRD countries),TSS,1973,13.8370704650879
Trinidad and Tobago,TTO,1973,42.1475296020508
Tunisia,TUN,1973,22.372859954834
Tanzania,TZA,1973,2.95945000648498
Uganda,UGA,1973,3.5278799533844
Upper middle income,UMC,1973,41.0676498413086
"Venezuela, RB",VEN,1973,35.5657501220703
British Virgin Islands,VGB,1973,66.9362106323242
Vanuatu,VUT,1973,7.1204400062561
World,WLD,1973,40.6443901062012
Samoa,WSM,1973,55.1969718933105
Zambia,ZMB,1973,12.9788198471069
Zimbabwe,ZWE,1973,8.32973003387451
Africa Eastern and Southern,AFE,1974,17.2605495452881
Afghanistan,AFG,1974,11.0948801040649
Africa Western and Central,AFW,1974,9.45987033843994
Andorra,AND,1974,23.8222694396973
Arab World,ARB,1974,35.5096588134766
Argentina,ARG,1974,52.5121002197266
Antigua and Barbuda,ATG,1974,74.3965530395508
Burundi,BDI,1974,1.73073995113373
Benin,BEN,1974,6.59416007995605
Burkina Faso,BFA,1974,1.67333996295929
Bahrain,BHR,1974,41.545108795166
"Bahamas, The",BHS,1974,99.5805282592773
Belarus,BLR,1974,95.7734298706055
Bermuda,BMU,1974,85.7223815917969
Barbados,BRB,1974,83.6720504760742
Brunei Darussalam,BRN,1974,52.5702018737793
Bhutan,BTN,1974,5.02431011199951
Botswana,BWA,1974,15.2034397125244
Central African Republic,CAF,1974,5.36774015426636
China,CHN,1974,58.2484588623047
Cote d'Ivoire,CIV,1974,10.818699836731
Cameroon,CMR,1974,10.7924404144287
"Congo, Dem. Rep.",COD,1974,11.9729204177856
"Congo, Rep.",COG,1974,30.3291492462158
Comoros,COM,1974,7.75425004959106
Caribbean small states,CSS,1974,52.606819152832
Cuba,CUB,1974,27.2698097229004
Cayman Islands,CYM,1974,78.2710266113281
Dominica,DMA,1974,69.3713684082031
Algeria,DZA,1974,15.1989603042603
East Asia & Pacific (excluding high income),EAP,1974,46.0779113769531
East Asia & Pacific,EAS,1974,52.3742790222168
"Egypt, Arab Rep.",EGY,1974,35.3625183105469
Ethiopia,ETH,1974,5.24279022216797
Fragile and conflict affected situations,FCS,1974,25.0006599426269
Fiji,FJI,1974,67.1397323608398
"Micronesia, Fed. Sts.",FSM,1974,156.473205566406
Gabon,GAB,1974,21.4823608398438
Ghana,GHA,1974,34.6358184814453
Gibraltar,GIB,1974,62.3626403808594
"Gambia, The",GMB,1974,8.53337955474854
Grenada,GRD,1974,37.0860900878906
Guatemala,GTM,1974,11.0336103439331
Guyana,GUY,1974,70.2710266113281
Honduras,HND,1974,18.073579788208
Heavily indebted poor countries (HIPC),HPC,1974,13.8715400695801
IBRD only,IBD,1974,47.8720016479492
IDA & IBRD total,IBT,1974,42.628288269043
IDA total,IDA,1974,19.9669609069824
IDA blend,IDB,1974,22.9016799926758
Indonesia,IDN,1974,19.7005405426025
IDA only,IDX,1974,18.2973499298096
"Iran, Islamic Rep.",IRN,1974,37.6620216369629
Iraq,IRQ,1974,33.7254600524902
Jamaica,JAM,1974,48.0195808410645
Kenya,KEN,1974,19.8959102630615
Kiribati,KIR,1974,12.7369298934937
Kuwait,KWT,1974,51.4281005859375
Libya,LBY,1974,29.1158199310303
St. Lucia,LCA,1974,26.8499507904053
Least developed countries: UN classification,LDC,1974,13.7780895233154
Low income,LIC,1974,19.2482891082764
Sri Lanka,LKA,1974,53.3783683776855
Lower middle income,LMC,1974,39.7082481384277
Low & middle income,LMY,1974,42.205940246582
Late-demographic dividend,LTE,1974,56.6498489379883
Morocco,MAR,1974,13.4892797470093
Madagascar,MDG,1974,10.3121795654297
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1974,30.032190322876
Middle income,MIC,1974,43.7212715148926
Mali,MLI,1974,5.23416996002197
Mongolia,MNG,1974,65.3223419189453
Malawi,MWI,1974,10.9094104766846
Malaysia,MYS,1974,50.8555107116699
Niger,NER,1974,1.37995004653931
Nicaragua,NIC,1974,22.1203708648682
Other small states,OSS,1974,37.3356513977051
Pakistan,PAK,1974,15.6008901596069
Panama,PAN,1974,52.4168090820312
Peru,PER,1974,44.298168182373
Philippines,PHL,1974,45.3022384643555
Papua New Guinea,PNG,1974,10.6592597961426
Pre-demographic dividend,PRE,1974,11.1456098556519
Paraguay,PRY,1974,19.9021606445312
Pacific island small states,PSS,1974,58.6807899475098
Sierra Leone,SLE,1974,11.1770401000977
El Salvador,SLV,1974,28.2309703826904
"Somalia, Fed. Rep.",SOM,1974,4.09333992004395
Sub-Saharan Africa (excluding high income),SSA,1974,14.0253801345825
Sub-Saharan Africa,SSF,1974,14.0305099487305
Small states,SST,1974,43.8719100952148
Suriname,SUR,1974,38.1918296813965
Eswatini,SWZ,1974,27.0851402282715
Seychelles,SYC,1974,37.8633003234863
Syrian Arab Republic,SYR,1974,43.029598236084
Turks and Caicos Islands,TCA,1974,57.0207595825195
Chad,TCD,1974,2.10489988327026
East Asia & Pacific (IDA & IBRD countries),TEA,1974,45.0451316833496
Togo,TGO,1974,9.9179801940918
Sub-Saharan Africa (IDA & IBRD countries),TSS,1974,14.0305099487305
Tunisia,TUN,1974,21.6520004272461
Tanzania,TZA,1974,3.27130007743835
Uganda,UGA,1974,3.50662994384766
Upper middle income,UMC,1974,43.8123512268066
St. Vincent and the Grenadines,VCT,1974,28.9834003448486
"Venezuela, RB",VEN,1974,37.7445297241211
British Virgin Islands,VGB,1974,70.9156188964844
Vanuatu,VUT,1974,8.17395973205566
World,WLD,1974,50.4341201782227
Zambia,ZMB,1974,13.5731601715088
Zimbabwe,ZWE,1974,8.44064044952393
Africa Eastern and Southern,AFE,1975,17.8118801116943
Afghanistan,AFG,1975,11.5955896377563
Africa Western and Central,AFW,1975,9.91619968414307
Andorra,AND,1975,34.9425888061523
Arab World,ARB,1975,36.6606903076172
Argentina,ARG,1975,54.0673713684082
Antigua and Barbuda,ATG,1975,69.2664031982422
Burundi,BDI,1975,2.09219002723694
Benin,BEN,1975,7.63440990447998
Burkina Faso,BFA,1975,1.74807000160217
Bahrain,BHR,1975,42.8202514648438
"Bahamas, The",BHS,1975,105.838790893555
Belarus,BLR,1975,96.3141403198242
Bermuda,BMU,1975,87.8833236694336
Barbados,BRB,1975,88.9008483886719
Brunei Darussalam,BRN,1975,53.590030670166
Botswana,BWA,1975,16.8735599517822
Central African Republic,CAF,1975,5.7471399307251
China,CHN,1975,57.590461730957
Cote d'Ivoire,CIV,1975,11.4515104293823
Cameroon,CMR,1975,11.9529695510864
"Congo, Dem. Rep.",COD,1975,15.4525203704834
"Congo, Rep.",COG,1975,35.6599082946777
Caribbean small states,CSS,1975,58.5386390686035
Cuba,CUB,1975,33.8246383666992
Cayman Islands,CYM,1975,87.6126098632812
Dominica,DMA,1975,66.2615585327148
Algeria,DZA,1975,16.3679904937744
East Asia & Pacific (excluding high income),EAP,1975,46.486141204834
East Asia & Pacific,EAS,1975,52.7157592773438
"Egypt, Arab Rep.",EGY,1975,38.6690101623535
Fragile and conflict affected situations,FCS,1975,25.4356899261475
Fiji,FJI,1975,68.7117767333984
Gabon,GAB,1975,24.9201908111572
Ghana,GHA,1975,32.7644882202148
Gibraltar,GIB,1975,62.768871307373
"Gambia, The",GMB,1975,8.43451023101807
Grenada,GRD,1975,74.775520324707
Guatemala,GTM,1975,11.8522701263428
Honduras,HND,1975,15.0285596847534
Heavily indebted poor countries (HIPC),HPC,1975,12.7243499755859
IBRD only,IBD,1975,37.0545082092285
IDA & IBRD total,IBT,1975,33.8492012023926
IDA total,IDA,1975,20.1626396179199
IDA blend,IDB,1975,23.3053207397461
Indonesia,IDN,1975,21.2188205718994
IDA only,IDX,1975,18.3891506195068
"Iran, Islamic Rep.",IRN,1975,41.3771286010742
Iraq,IRQ,1975,37.2257804870605
Jamaica,JAM,1975,57.6599884033203
Kenya,KEN,1975,21.0245990753174
Kiribati,KIR,1975,12.8971700668335
Kuwait,KWT,1975,51.4301490783691
Liberia,LBR,1975,16.1426906585693
Libya,LBY,1975,33.1660690307617
St. Lucia,LCA,1975,28.0610408782959
Least developed countries: UN classification,LDC,1975,13.9972696304321
Low income,LIC,1975,19.6930599212646
Lower middle income,LMC,1975,19.7634105682373
Low & middle income,LMY,1975,33.2816886901855
Lesotho,LSO,1975,11.9560203552246
Late-demographic dividend,LTE,1975,57.0292587280273
Morocco,MAR,1975,14.5468301773071
"Middle East, North Africa, Afghanistan & Pakistan",MEA,1975,31.4245300292969
Middle income,MIC,1975,34.1845207214355
Mali,MLI,1975,5.86942005157471
Mongolia,MNG,1975,67.6804428100586
Malawi,MWI,1975,12.1427202224731
Malaysia,MYS,1975,54.4404602050781
Niger,NER,1975,1.49038994312286
Nicaragua,NIC,1975,24.2685604095459
Other small states,OSS,1975,37.3346900939941
Pakistan,PAK,1975,16.4388103485107
Panama,PAN,1975,54.8018112182617
Peru,PER,1975,46.8358993530273
Philippines,PHL,1975,47.268440246582
Papua New Guinea,PNG,1975,11.7853899002075
Pre-demographic dividend,PRE,1975,11.8991098403931
Paraguay,PRY,1975,20.2624092102051
Pacific island small states,PSS,1975,60.2944602966309
Solomon Islands,SLB,1975,9.85468006134033
Sierra Leone,SLE,1975,11.5244102478027
El Salvador,SLV,1975,30.1032199859619
Sub-Saharan Africa (excluding high income),SSA,1975,14.535530090332
Sub-Saharan Africa,SSF,1975,14.5402402877808
Small states,SST,1975,45.9203987121582
Suriname,SUR,1975,40.516960144043
